epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
505,2442.81,1.22767,1.09016,1.73102,0.86796,0.67847,0.75738,0.40716,1.70289,1.2035,2.23939,0.00504857,0.00504857,0.00504857
506,2447.49,1.22392,1.07967,1.6696,0.74275,0.70557,0.76505,0.40506,1.66927,1.1892,2.20924,0.00505857,0.00505857,0.00505857
507,2452.08,1.20887,1.12407,1.74175,0.84292,0.67944,0.76754,0.39809,1.70235,1.19374,2.24199,0.00506857,0.00506857,0.00506857
508,2456.74,1.17905,1.05705,1.69456,0.82964,0.68128,0.75016,0.38681,1.75536,1.21864,2.31063,0.00507857,0.00507857,0.00507857
509,2461.36,1.20087,1.06511,1.71571,0.79611,0.69579,0.75465,0.39148,1.76073,1.17033,2.3002,0.00508857,0.00508857,0.00508857
510,2466.02,1.18094,1.01256,1.64518,0.7834,0.72366,0.75267,0.40896,1.67229,1.11362,2.18033,0.00509856,0.00509856,0.00509856
511,2470.61,1.16484,1.01737,1.65942,0.7716,0.71598,0.75474,0.43396,1.62994,1.07164,2.14238,0.00510856,0.00510856,0.00510856
512,2475.3,1.22124,1.06671,1.72097,0.77647,0.71085,0.75211,0.43388,1.61996,1.1008,2.13332,0.00511856,0.00511856,0.00511856
513,2479.92,1.13545,0.99903,1.66532,0.81325,0.68571,0.76831,0.43393,1.65703,1.10504,2.17169,0.00512856,0.00512856,0.00512856
514,2484.61,1.23873,1.06174,1.70431,0.85076,0.69449,0.80201,0.44829,1.66098,1.0593,2.18508,0.00513856,0.00513856,0.00513856
515,2489.21,1.19915,0.9986,1.68703,0.77253,0.72396,0.76603,0.45333,1.63726,1.07028,2.18098,0.00514855,0.00514855,0.00514855
516,2493.91,1.19458,1.03304,1.70971,0.78346,0.66495,0.72195,0.43359,1.61725,1.13053,2.17852,0.00515855,0.00515855,0.00515855
517,2498.68,1.24542,1.07497,1.73068,0.76652,0.66658,0.71597,0.41814,1.65725,1.14803,2.23064,0.00516855,0.00516855,0.00516855
518,2503.39,1.20156,1.09663,1.72221,0.70787,0.69426,0.73036,0.41088,1.68349,1.12315,2.24071,0.00517855,0.00517855,0.00517855
519,2508.01,1.14184,0.96065,1.65532,0.72644,0.71801,0.74397,0.40674,1.66465,1.14426,2.21595,0.00518855,0.00518855,0.00518855
520,2512.69,1.1424,0.94817,1.62712,0.81257,0.66873,0.73274,0.3946,1.68525,1.18474,2.21421,0.00519854,0.00519854,0.00519854
521,2517.27,1.18675,0.98599,1.6708,0.82034,0.68419,0.71794,0.38252,1.71818,1.18746,2.2296,0.00520854,0.00520854,0.00520854
522,2522.06,1.18943,1.04614,1.6682,0.8608,0.70054,0.75066,0.40624,1.71223,1.0388,2.22205,0.00521854,0.00521854,0.00521854
523,2526.71,1.23568,1.0429,1.71803,0.82691,0.73908,0.76439,0.41723,1.67902,1.01668,2.20175,0.00522854,0.00522854,0.00522854
524,2531.36,1.24372,1.04585,1.68296,0.8394,0.70934,0.75685,0.42022,1.67066,1.04565,2.18467,0.00523854,0.00523854,0.00523854
525,2535.97,1.16638,0.97288,1.67844,0.85645,0.69078,0.76376,0.4353,1.65995,1.01617,2.17463,0.00524853,0.00524853,0.00524853
526,2540.66,1.23703,1.04207,1.69901,0.84762,0.69432,0.76573,0.42932,1.6622,1.04733,2.19024,0.00525853,0.00525853,0.00525853
527,2545.28,1.25524,1.08632,1.69133,0.77589,0.72885,0.74898,0.42022,1.62848,1.03948,2.16207,0.00526853,0.00526853,0.00526853
528,2549.98,1.21001,1.05055,1.70378,0.8067,0.72301,0.75831,0.42522,1.61334,1.01739,2.17168,0.00527853,0.00527853,0.00527853
529,2554.61,1.21658,1.04806,1.6913,0.81982,0.71574,0.76738,0.43073,1.6334,0.9847,2.19289,0.00528853,0.00528853,0.00528853
530,2559.28,1.11895,0.97312,1.61945,0.76846,0.78243,0.78111,0.43617,1.63733,0.96864,2.18941,0.00529852,0.00529852,0.00529852
531,2563.88,1.14259,1.03799,1.66824,0.79386,0.76891,0.79904,0.43399,1.64531,0.97713,2.19092,0.00530852,0.00530852,0.00530852
532,2568.54,1.25811,1.11824,1.72549,0.8127,0.76297,0.8011,0.44014,1.63541,1.04167,2.16319,0.00531852,0.00531852,0.00531852
533,2573.31,1.20258,1.01737,1.67921,0.78216,0.73218,0.76547,0.41654,1.6683,1.07159,2.19739,0.00532852,0.00532852,0.00532852
534,2578.03,1.17374,1.02181,1.67414,0.79028,0.70861,0.75006,0.4075,1.73364,1.10222,2.25487,0.00533852,0.00533852,0.00533852
535,2582.62,1.16626,0.9797,1.63903,0.79283,0.71051,0.74372,0.40335,1.75711,1.10062,2.27998,0.00534851,0.00534851,0.00534851
536,2587.27,1.20496,1.00024,1.67728,0.84292,0.71657,0.7535,0.40219,1.72273,1.04277,2.24761,0.00535851,0.00535851,0.00535851
537,2591.87,1.20833,1.0216,1.69436,0.83149,0.72513,0.7478,0.40015,1.71085,1.03395,2.23753,0.00536851,0.00536851,0.00536851
538,2596.57,1.18882,0.98769,1.65437,0.81381,0.70787,0.75685,0.40438,1.67543,1.07949,2.22618,0.00537851,0.00537851,0.00537851
539,2601.18,1.17594,1.03071,1.66342,0.85597,0.6933,0.76052,0.41108,1.65106,1.09174,2.19051,0.0053885,0.0053885,0.0053885
540,2605.87,1.18509,1.08443,1.70663,0.82946,0.68501,0.74086,0.41893,1.636,1.09103,2.19469,0.0053985,0.0053985,0.0053985
541,2610.49,1.1478,0.98799,1.63342,0.82502,0.69958,0.74807,0.4186,1.64112,1.07629,2.22172,0.0054085,0.0054085,0.0054085
542,2615.18,1.18419,1.02784,1.71572,0.87442,0.73807,0.78282,0.42706,1.67616,1.08092,2.25074,0.0054185,0.0054185,0.0054185
543,2619.78,1.22157,1.02788,1.67496,0.84139,0.69984,0.76957,0.43074,1.67149,1.09411,2.2362,0.0054285,0.0054285,0.0054285
544,2624.43,1.24351,1.07776,1.7332,0.80883,0.74597,0.78021,0.42559,1.65519,1.14719,2.2036,0.00543849,0.00543849,0.00543849
545,2629.07,1.18564,1.02433,1.65549,0.84779,0.72221,0.77834,0.43025,1.6879,1.18898,2.20766,0.00544849,0.00544849,0.00544849
546,2633.84,1.18363,0.98496,1.66167,0.85741,0.72497,0.787,0.41873,1.7072,1.16919,2.22376,0.00545849,0.00545849,0.00545849
547,2638.45,1.22553,1.0359,1.69243,0.88169,0.72347,0.80478,0.41898,1.71576,1.14874,2.21975,0.00546849,0.00546849,0.00546849
548,2643.11,1.17606,1.00415,1.70072,0.91653,0.70625,0.82755,0.43471,1.73131,1.07535,2.24057,0.00547848,0.00547848,0.00547848
549,2647.74,1.17447,1.00289,1.68015,0.91684,0.73583,0.82918,0.43337,1.71612,1.05799,2.22725,0.00548848,0.00548848,0.00548848
550,2652.48,1.17142,1.02439,1.66118,0.91773,0.71374,0.82947,0.42394,1.71064,1.02937,2.21681,0.00549848,0.00549848,0.00549848
551,2657.04,1.23948,1.13198,1.74941,0.85626,0.73578,0.81349,0.42289,1.72509,1.02246,2.23954,0.00550848,0.00550848,0.00550848
552,2661.72,1.13248,0.96114,1.6158,0.8457,0.74045,0.80149,0.42373,1.73497,1.0759,2.26198,0.00551848,0.00551848,0.00551848
553,2666.34,1.13163,0.9901,1.65093,0.77278,0.75007,0.77415,0.42339,1.68858,1.08816,2.19931,0.00552847,0.00552847,0.00552847
554,2670.99,1.14628,1.03283,1.64543,0.77413,0.71775,0.74836,0.4176,1.6641,1.08558,2.14581,0.00553847,0.00553847,0.00553847
555,2675.59,1.15376,0.97698,1.68723,0.81185,0.67798,0.75406,0.41661,1.66079,1.07937,2.14713,0.00554847,0.00554847,0.00554847
556,2680.26,1.19777,1.0164,1.65441,0.82566,0.69304,0.75221,0.41594,1.64544,1.0909,2.14482,0.00555847,0.00555847,0.00555847
557,2684.85,1.26083,1.05991,1.71388,0.78096,0.71384,0.7575,0.42162,1.65452,1.11758,2.15028,0.00556846,0.00556846,0.00556846
558,2689.52,1.26344,1.05163,1.73643,0.81745,0.76526,0.79403,0.42709,1.64687,1.07252,2.16924,0.00557846,0.00557846,0.00557846
559,2694.11,1.20405,1.11108,1.69462,0.81988,0.72549,0.77302,0.42475,1.64281,1.11304,2.19004,0.00558846,0.00558846,0.00558846
560,2698.77,1.15734,1.04411,1.70809,0.81272,0.69101,0.75515,0.4255,1.62443,1.13041,2.17924,0.00559846,0.00559846,0.00559846
561,2703.37,1.20864,0.99952,1.67649,0.83518,0.69449,0.75498,0.42738,1.61114,1.10503,2.17586,0.00560846,0.00560846,0.00560846
562,2708.07,1.12835,0.95351,1.63303,0.84394,0.73981,0.75912,0.4339,1.63251,1.07205,2.19246,0.00561845,0.00561845,0.00561845
563,2712.68,1.1965,0.95517,1.67562,0.89167,0.73447,0.78634,0.44724,1.59727,1.04039,2.15435,0.00562845,0.00562845,0.00562845
564,2717.35,1.18739,0.98183,1.68469,0.91275,0.72762,0.79746,0.44732,1.60984,1.04242,2.1479,0.00563845,0.00563845,0.00563845
565,2721.96,1.18842,1.05962,1.66515,0.93493,0.69561,0.80584,0.45345,1.59234,1.07241,2.13242,0.00564845,0.00564845,0.00564845
566,2726.66,1.11588,0.94138,1.63343,0.8838,0.71011,0.7944,0.45672,1.57621,1.07555,2.1177,0.00565844,0.00565844,0.00565844
567,2731.24,1.11126,0.99962,1.6422,0.88242,0.69862,0.77086,0.44326,1.60942,1.09825,2.14108,0.00566844,0.00566844,0.00566844
568,2735.93,1.18319,1.04488,1.68125,0.83529,0.73578,0.75288,0.42918,1.66271,1.13229,2.20291,0.00567844,0.00567844,0.00567844
569,2740.54,1.17442,0.99647,1.66751,0.87741,0.67945,0.73765,0.43374,1.6283,1.10267,2.17473,0.00568844,0.00568844,0.00568844
570,2745.21,1.16825,0.99426,1.67965,0.85117,0.66094,0.73235,0.43341,1.61778,1.11575,2.14713,0.00569843,0.00569843,0.00569843
571,2749.81,1.15955,0.9911,1.62427,0.80501,0.69877,0.73712,0.43893,1.61407,1.11615,2.13925,0.00570843,0.00570843,0.00570843
572,2754.51,1.10141,0.93072,1.61895,0.86546,0.71042,0.76877,0.43759,1.63708,1.13917,2.16778,0.00571843,0.00571843,0.00571843
573,2759.19,1.18394,0.95585,1.64616,0.87118,0.73199,0.78334,0.44627,1.63312,1.08131,2.17606,0.00572843,0.00572843,0.00572843
574,2763.89,1.15164,0.99623,1.67558,0.83408,0.72293,0.77924,0.44284,1.60474,1.06268,2.15298,0.00573842,0.00573842,0.00573842
575,2768.5,1.15629,0.99333,1.66369,0.87052,0.67651,0.75684,0.43803,1.59442,1.06538,2.17152,0.00574842,0.00574842,0.00574842
576,2773.19,1.21081,1.09424,1.73531,0.84285,0.61348,0.71554,0.42578,1.61548,1.08181,2.22622,0.00575842,0.00575842,0.00575842
577,2777.77,1.12661,0.98698,1.64664,0.72907,0.71502,0.74217,0.42888,1.60875,1.07428,2.21377,0.00576842,0.00576842,0.00576842
578,2782.46,1.1416,1.02946,1.65176,0.75457,0.72276,0.75937,0.43819,1.60796,1.07782,2.17502,0.00577841,0.00577841,0.00577841
579,2787.05,1.10514,1.00057,1.66484,0.77318,0.73224,0.76416,0.44003,1.62834,1.04044,2.17032,0.00578841,0.00578841,0.00578841
580,2791.76,1.1968,1.02893,1.71954,0.83138,0.73162,0.79732,0.45255,1.64089,0.99606,2.20779,0.00579841,0.00579841,0.00579841
581,2796.37,1.18938,0.97021,1.67911,0.87212,0.72662,0.79156,0.45061,1.63166,0.98818,2.19818,0.00580841,0.00580841,0.00580841
582,2801.05,1.12273,0.93161,1.65221,0.89948,0.70125,0.77242,0.43937,1.6366,1.03308,2.2274,0.0058184,0.0058184,0.0058184
583,2805.83,1.11548,0.99231,1.64445,0.89659,0.6925,0.75723,0.42982,1.64918,1.04696,2.26066,0.0058284,0.0058284,0.0058284
584,2810.5,1.10341,0.94695,1.60737,0.91068,0.67073,0.77255,0.42286,1.66828,1.09583,2.2508,0.0058384,0.0058384,0.0058384
585,2815.1,1.09537,0.95458,1.61549,0.87755,0.66486,0.761,0.42221,1.6742,1.15386,2.23863,0.0058484,0.0058484,0.0058484
586,2819.76,1.16413,1.0353,1.66149,0.78237,0.71123,0.77093,0.43677,1.67152,1.14077,2.21821,0.00585839,0.00585839,0.00585839
587,2824.36,1.13242,0.99872,1.64235,0.75966,0.70686,0.76274,0.43805,1.64341,1.12847,2.16333,0.00586839,0.00586839,0.00586839
588,2829.01,1.19954,1.05528,1.68003,0.78152,0.68503,0.74749,0.42427,1.65356,1.14324,2.17861,0.00587839,0.00587839,0.00587839
589,2833.61,1.15829,0.97043,1.67468,0.79646,0.67025,0.73423,0.415,1.66816,1.14799,2.20571,0.00588839,0.00588839,0.00588839
590,2838.38,1.1683,0.98745,1.63986,0.851,0.652,0.77618,0.4299,1.64096,1.13899,2.17961,0.00589838,0.00589838,0.00589838
591,2842.99,1.14522,0.99078,1.65305,0.82577,0.68635,0.80094,0.43017,1.64378,1.11315,2.17544,0.00590838,0.00590838,0.00590838
592,2847.8,1.11918,0.99204,1.62515,0.85682,0.7093,0.79898,0.41143,1.68021,1.08204,2.23687,0.00591838,0.00591838,0.00591838
593,2852.42,1.15654,0.9984,1.63305,0.84495,0.72245,0.77331,0.41311,1.69538,1.04458,2.24828,0.00592838,0.00592838,0.00592838
594,2857.08,1.16903,1.03104,1.70064,0.85352,0.72701,0.78411,0.4383,1.68045,0.97757,2.22192,0.00593837,0.00593837,0.00593837
595,2861.65,1.15854,0.95335,1.67023,0.84829,0.73094,0.77418,0.42335,1.67105,0.97988,2.21964,0.00594837,0.00594837,0.00594837
596,2866.33,1.15517,1.01182,1.67112,0.82401,0.72183,0.75588,0.42012,1.67094,1.0542,2.23069,0.00595837,0.00595837,0.00595837
597,2870.93,1.14827,0.97199,1.6211,0.80431,0.65338,0.72649,0.40625,1.62172,1.07999,2.20937,0.00596837,0.00596837,0.00596837
598,2875.59,1.19567,1.05524,1.68189,0.71494,0.69628,0.71293,0.41174,1.64099,1.10047,2.23178,0.00597836,0.00597836,0.00597836
599,2880.2,1.20302,1.02372,1.7172,0.72917,0.67171,0.70179,0.40611,1.65253,1.16393,2.25639,0.00598836,0.00598836,0.00598836
600,2884.86,1.16027,0.98108,1.64681,0.75449,0.6687,0.68229,0.39322,1.65746,1.15993,2.25477,0.00599836,0.00599836,0.00599836
601,2889.47,1.18473,0.99312,1.66913,0.80093,0.64948,0.70231,0.41666,1.64271,1.09069,2.21825,0.00600836,0.00600836,0.00600836
602,2894.15,1.14407,0.987,1.62415,0.84485,0.63886,0.72816,0.42195,1.6354,1.04657,2.21824,0.00601835,0.00601835,0.00601835
603,2898.76,1.17481,1.05112,1.70333,0.82045,0.69998,0.75356,0.41898,1.64714,1.07863,2.23093,0.00602835,0.00602835,0.00602835
604,2903.44,1.11482,0.97661,1.64906,0.74865,0.71691,0.74171,0.40467,1.6625,1.07947,2.23927,0.00603835,0.00603835,0.00603835
605,2908.05,1.14038,1.06065,1.67984,0.70632,0.74164,0.74116,0.39932,1.65971,1.14704,2.23756,0.00604834,0.00604834,0.00604834
606,2912.72,1.18374,1.0677,1.69957,0.84804,0.66931,0.73261,0.404,1.65529,1.13814,2.22074,0.00605834,0.00605834,0.00605834
607,2917.51,1.23754,1.09388,1.73446,0.8206,0.68355,0.73687,0.41136,1.69414,1.13484,2.2552,0.00606834,0.00606834,0.00606834
608,2922.21,1.1931,1.06399,1.70679,0.7448,0.6833,0.70119,0.38805,1.75766,1.15008,2.30798,0.00607834,0.00607834,0.00607834
609,2926.81,1.20138,1.03113,1.67637,0.76758,0.649,0.6908,0.37909,1.77058,1.18509,2.32138,0.00608833,0.00608833,0.00608833
610,2931.5,1.14065,0.99124,1.68595,0.81872,0.64274,0.68505,0.37663,1.80632,1.20769,2.38948,0.00609833,0.00609833,0.00609833
611,2936.1,1.20429,1.00049,1.67475,0.79933,0.69079,0.71428,0.3879,1.78126,1.23162,2.37396,0.00610833,0.00610833,0.00610833
612,2940.81,1.17449,0.95455,1.67494,0.77991,0.68031,0.7357,0.39608,1.76825,1.23525,2.35511,0.00611833,0.00611833,0.00611833
613,2945.68,1.18193,1.01737,1.67564,0.84231,0.67715,0.74125,0.40316,1.75444,1.17829,2.338,0.00612832,0.00612832,0.00612832
614,2950.35,1.12276,1.01751,1.65536,0.83123,0.6948,0.72874,0.40138,1.72566,1.16305,2.31274,0.00613832,0.00613832,0.00613832
615,2954.96,1.15393,1.03466,1.69635,0.81789,0.71176,0.75302,0.41635,1.66567,1.14403,2.24146,0.00614832,0.00614832,0.00614832
616,2959.64,1.1619,0.96218,1.67699,0.81592,0.72223,0.75263,0.41579,1.62838,1.11667,2.17383,0.00615831,0.00615831,0.00615831
617,2964.24,1.12473,1.00528,1.653,0.80243,0.74006,0.75622,0.41468,1.64565,1.13409,2.18104,0.00616831,0.00616831,0.00616831
618,2968.91,1.12998,1.00456,1.65011,0.77509,0.73869,0.7551,0.39911,1.73299,1.17889,2.27088,0.00617831,0.00617831,0.00617831
619,2973.71,1.19805,1.02587,1.7141,0.85911,0.69601,0.76745,0.41214,1.70022,1.17467,2.2495,0.00618831,0.00618831,0.00618831
620,2978.4,1.16682,0.96636,1.67057,0.8188,0.65624,0.72403,0.42845,1.67464,1.13821,2.21315,0.0061983,0.0061983,0.0061983
621,2983,1.19302,1.03532,1.70533,0.799,0.65755,0.72855,0.42821,1.6505,1.11117,2.19532,0.0062083,0.0062083,0.0062083
622,2987.65,1.13372,0.96177,1.65932,0.79747,0.65889,0.70118,0.39983,1.69133,1.1077,2.24579,0.0062183,0.0062183,0.0062183
623,2992.24,1.1578,0.94856,1.69684,0.75973,0.67761,0.70795,0.38888,1.72672,1.11255,2.29751,0.00622829,0.00622829,0.00622829
624,2996.94,1.16986,1.04363,1.68506,0.78989,0.66932,0.71736,0.39131,1.76276,1.09527,2.34225,0.00623829,0.00623829,0.00623829
625,3001.72,1.2208,1.0345,1.70674,0.78399,0.68918,0.72347,0.39,1.76597,1.09747,2.31705,0.00624829,0.00624829,0.00624829
626,3006.4,1.10757,0.96256,1.63957,0.81975,0.72619,0.75817,0.39229,1.77633,1.11153,2.30973,0.00625829,0.00625829,0.00625829
627,3011.02,1.20126,1.08594,1.72895,0.81325,0.73387,0.75428,0.39538,1.75714,1.13831,2.29039,0.00626828,0.00626828,0.00626828
628,3015.71,1.20105,1.07368,1.69616,0.80214,0.71727,0.77447,0.40255,1.71985,1.12349,2.26134,0.00627828,0.00627828,0.00627828
629,3020.34,1.15008,1.02651,1.64776,0.8559,0.6838,0.78219,0.40598,1.69405,1.09275,2.25622,0.00628828,0.00628828,0.00628828
630,3025,1.12651,0.99677,1.63232,0.871,0.6964,0.77584,0.40251,1.68307,1.12335,2.22815,0.00629827,0.00629827,0.00629827
631,3029.84,1.21222,1.05004,1.6647,0.85595,0.69747,0.7697,0.39616,1.73415,1.12221,2.26754,0.00630827,0.00630827,0.00630827
632,3034.53,1.10924,0.96819,1.61384,0.84959,0.65064,0.74762,0.39991,1.72085,1.13187,2.25507,0.00631827,0.00631827,0.00631827
633,3039.16,1.20105,1.11684,1.69906,0.81327,0.66202,0.75412,0.39726,1.70109,1.15577,2.23406,0.00632827,0.00632827,0.00632827
634,3043.83,1.20141,1.04478,1.715,0.73829,0.70947,0.74966,0.39801,1.69731,1.13953,2.23221,0.00633826,0.00633826,0.00633826
635,3048.44,1.22285,1.03669,1.68904,0.77483,0.71367,0.75899,0.41167,1.67088,1.14373,2.19476,0.00634826,0.00634826,0.00634826
636,3053.13,1.20456,1.04537,1.68799,0.76319,0.71514,0.74942,0.42145,1.67356,1.10241,2.19844,0.00635826,0.00635826,0.00635826
637,3057.75,1.17225,1.05306,1.65135,0.78625,0.70625,0.77332,0.41612,1.6739,1.10043,2.22297,0.00636825,0.00636825,0.00636825
638,3062.44,1.13949,1.02587,1.64597,0.82494,0.71051,0.7789,0.42031,1.67564,1.09118,2.22824,0.00637825,0.00637825,0.00637825
639,3067.04,1.25586,1.07655,1.71346,0.7811,0.70423,0.76528,0.40418,1.68114,1.15675,2.21975,0.00638825,0.00638825,0.00638825
640,3071.72,1.19246,1.037,1.65611,0.85684,0.6243,0.73264,0.40569,1.67938,1.15524,2.19786,0.00639824,0.00639824,0.00639824
641,3076.32,1.18185,1.03409,1.66364,0.76178,0.66564,0.73283,0.40236,1.67299,1.13799,2.19272,0.00640824,0.00640824,0.00640824
642,3081,1.14351,0.98664,1.65105,0.795,0.63297,0.73204,0.40255,1.6681,1.1393,2.16998,0.00641824,0.00641824,0.00641824
643,3085.6,1.12514,0.99063,1.63449,0.74834,0.68773,0.73745,0.39801,1.66136,1.13706,2.1521,0.00642824,0.00642824,0.00642824
644,3090.28,1.17557,0.98358,1.6753,0.74679,0.69342,0.73828,0.3986,1.66653,1.0951,2.17545,0.00643823,0.00643823,0.00643823
645,3094.89,1.2154,1.02044,1.68797,0.84048,0.66599,0.77248,0.41896,1.65665,1.05036,2.16965,0.00644823,0.00644823,0.00644823
646,3099.73,1.17476,0.99121,1.67342,0.7514,0.72128,0.75765,0.41834,1.65878,1.01641,2.17567,0.00645823,0.00645823,0.00645823
647,3104.34,1.13144,0.96302,1.63343,0.73804,0.72171,0.76821,0.42394,1.64067,1.04619,2.15348,0.00646822,0.00646822,0.00646822
648,3108.98,1.13125,0.94606,1.64478,0.703,0.74164,0.75924,0.42193,1.58658,1.08009,2.09829,0.00647822,0.00647822,0.00647822
649,3113.58,1.14776,0.9378,1.66616,0.72401,0.7465,0.76025,0.42375,1.58921,1.10907,2.10662,0.00648822,0.00648822,0.00648822
650,3118.27,1.22446,1.14032,1.69987,0.70325,0.74368,0.74524,0.41999,1.58792,1.10433,2.12399,0.00649821,0.00649821,0.00649821
651,3122.84,1.10663,0.97404,1.62111,0.76494,0.7176,0.75459,0.41256,1.58778,1.11398,2.12651,0.00650821,0.00650821,0.00650821
652,3127.51,1.13951,1.02193,1.62686,0.7533,0.68162,0.74188,0.41017,1.60689,1.13922,2.15629,0.00651821,0.00651821,0.00651821
653,3132.1,1.15875,0.95352,1.64255,0.76735,0.69478,0.73741,0.40169,1.62906,1.16116,2.15691,0.0065282,0.0065282,0.0065282
654,3136.79,1.19215,0.95381,1.62435,0.72961,0.68412,0.70536,0.39209,1.66923,1.22989,2.18007,0.0065382,0.0065382,0.0065382
655,3141.39,1.18576,1.00288,1.66661,0.70186,0.67155,0.69044,0.38655,1.65063,1.23061,2.1636,0.0065482,0.0065482,0.0065482
656,3146.09,1.16904,0.96315,1.65322,0.74881,0.6448,0.70588,0.3925,1.58817,1.23137,2.10704,0.0065582,0.0065582,0.0065582
657,3150.7,1.17553,1.03257,1.68898,0.82097,0.62271,0.71782,0.4025,1.55609,1.22113,2.08362,0.00656819,0.00656819,0.00656819
658,3155.41,1.16959,1.02122,1.68772,0.79004,0.61183,0.70637,0.40338,1.52986,1.19705,2.0698,0.00657819,0.00657819,0.00657819
659,3160.02,1.16685,0.99121,1.65135,0.77284,0.65523,0.72158,0.41622,1.51744,1.14713,2.05404,0.00658819,0.00658819,0.00658819
660,3164.69,1.15964,1.00812,1.6512,0.77748,0.66577,0.74531,0.43182,1.51364,1.13938,2.0643,0.00659818,0.00659818,0.00659818
661,3169.3,1.14237,1.00364,1.63626,0.81841,0.65604,0.74899,0.43695,1.53008,1.13427,2.06304,0.00660818,0.00660818,0.00660818
662,3173.96,1.2074,1.04742,1.65914,0.81383,0.66193,0.74322,0.44436,1.53959,1.11784,2.07389,0.00661818,0.00661818,0.00661818
663,3178.57,1.19447,1.03703,1.65609,0.85704,0.68846,0.77441,0.45363,1.53468,1.04074,2.0801,0.00662817,0.00662817,0.00662817
664,3183.23,1.1574,1.01332,1.63676,0.89586,0.69835,0.80631,0.44372,1.57231,1.0275,2.13555,0.00663817,0.00663817,0.00663817
665,3187.83,1.20298,1.04794,1.6766,0.82463,0.68792,0.786,0.42084,1.64295,1.06544,2.21593,0.00664817,0.00664817,0.00664817
666,3192.51,1.25431,1.07031,1.71375,0.76011,0.68559,0.74999,0.39808,1.68504,1.18922,2.25798,0.00665816,0.00665816,0.00665816
667,3197.15,1.21335,1.07105,1.71672,0.72683,0.66898,0.68448,0.37067,1.70145,1.36061,2.25172,0.00666816,0.00666816,0.00666816
668,3202,1.16734,1.02819,1.67511,0.7127,0.65488,0.66414,0.36106,1.72072,1.3992,2.28526,0.00667816,0.00667816,0.00667816
669,3206.62,1.14204,0.96404,1.68062,0.72262,0.65012,0.68399,0.37418,1.68724,1.33934,2.23088,0.00668815,0.00668815,0.00668815
670,3211.3,1.17152,1.01138,1.68845,0.7322,0.64013,0.68813,0.40421,1.64407,1.25399,2.18002,0.00669815,0.00669815,0.00669815
671,3215.9,1.16099,1.03933,1.67869,0.76616,0.61943,0.68492,0.40422,1.62669,1.25526,2.15498,0.00670815,0.00670815,0.00670815
672,3220.6,1.14266,1.0285,1.63475,0.78856,0.63145,0.69565,0.40145,1.61131,1.27903,2.14329,0.00671814,0.00671814,0.00671814
673,3225.25,1.14031,1.0477,1.66684,0.7226,0.62219,0.67334,0.38657,1.59208,1.30175,2.12024,0.00672814,0.00672814,0.00672814
674,3229.95,1.10809,1.01199,1.654,0.70409,0.63129,0.66121,0.37364,1.59763,1.35396,2.1338,0.00673814,0.00673814,0.00673814
675,3234.67,1.19322,1.04477,1.68182,0.75759,0.62761,0.68096,0.37907,1.57929,1.36437,2.1023,0.00674813,0.00674813,0.00674813
676,3239.32,1.20389,1.01209,1.66638,0.77797,0.63249,0.7015,0.38251,1.60807,1.33597,2.09948,0.00675813,0.00675813,0.00675813
677,3243.94,1.17428,0.9815,1.66277,0.77082,0.70419,0.72824,0.38294,1.62676,1.33532,2.12521,0.00676813,0.00676813,0.00676813
678,3248.63,1.09013,0.97984,1.62496,0.72306,0.72629,0.72443,0.38231,1.64698,1.30296,2.16329,0.00677812,0.00677812,0.00677812
679,3253.24,1.17261,1.04925,1.71873,0.76303,0.65869,0.7188,0.38033,1.64819,1.29444,2.16022,0.00678812,0.00678812,0.00678812
680,3257.93,1.15357,1.05744,1.6929,0.78054,0.6469,0.71019,0.37712,1.66023,1.3077,2.17301,0.00679812,0.00679812,0.00679812
681,3262.76,1.17392,1.06221,1.69087,0.78878,0.66927,0.72753,0.39138,1.63701,1.28602,2.1466,0.00680811,0.00680811,0.00680811
682,3267.44,1.19536,1.00576,1.68124,0.7184,0.68653,0.71581,0.41575,1.58687,1.29005,2.11403,0.00681811,0.00681811,0.00681811
683,3272.05,1.15922,1.03126,1.63168,0.75572,0.60214,0.71197,0.41898,1.53758,1.27086,2.08262,0.00682811,0.00682811,0.00682811
684,3276.92,1.21207,1.0116,1.69903,0.81104,0.57887,0.70883,0.43063,1.55838,1.2348,2.12897,0.0068381,0.0068381,0.0068381
685,3281.55,1.20302,1.14606,1.69029,0.66776,0.68164,0.69763,0.42807,1.54519,1.22248,2.12661,0.0068481,0.0068481,0.0068481
686,3286.23,1.17314,1.03093,1.66939,0.70567,0.63811,0.70463,0.4216,1.56457,1.22775,2.12602,0.0068581,0.0068581,0.0068581
687,3290.81,1.1665,0.99274,1.63493,0.75396,0.63995,0.68964,0.4103,1.57854,1.24425,2.13585,0.00686809,0.00686809,0.00686809
688,3295.48,1.18144,0.98564,1.64448,0.77074,0.65728,0.69709,0.40941,1.58021,1.22059,2.1655,0.00687809,0.00687809,0.00687809
689,3300.08,1.17499,1.03916,1.68255,0.77708,0.63381,0.6969,0.40026,1.57037,1.2259,2.15923,0.00688809,0.00688809,0.00688809
