epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,761.412,1.39898,1.41295,1.89377,0.81146,0.71855,0.79096,0.42101,1.61558,1.11918,2.05297,0.00153888,0.00153888,0.00153888
155,766.195,1.42017,1.37106,1.91852,0.82182,0.68896,0.78393,0.4386,1.60196,1.06337,2.07334,0.00154888,0.00154888,0.00154888
156,770.967,1.42738,1.41689,1.90169,0.77664,0.72223,0.78759,0.45047,1.63007,1.00942,2.10187,0.00155888,0.00155888,0.00155888
157,775.759,1.42026,1.42617,1.90784,0.78393,0.78884,0.83245,0.43135,1.64592,1.0552,2.12711,0.00156888,0.00156888,0.00156888
158,780.554,1.38839,1.3404,1.87703,0.88822,0.71823,0.83516,0.45521,1.56289,1.01704,2.05251,0.00157888,0.00157888,0.00157888
159,785.759,1.41053,1.32249,1.9162,0.73961,0.73828,0.77712,0.40317,1.57246,1.23773,2.07189,0.00158888,0.00158888,0.00158888
160,790.55,1.4055,1.35882,1.89146,0.76727,0.70828,0.7799,0.42542,1.59145,1.17885,2.10382,0.00159888,0.00159888,0.00159888
161,795.343,1.41935,1.41688,1.94215,0.85444,0.65722,0.7758,0.43973,1.58372,1.17132,2.15674,0.00160888,0.00160888,0.00160888
162,800.118,1.49696,1.5049,1.98394,0.78205,0.63885,0.75162,0.44368,1.56023,1.124,2.07327,0.00161888,0.00161888,0.00161888
163,804.889,1.40656,1.30036,1.91248,0.81385,0.68545,0.79685,0.45505,1.52961,1.07191,2.00227,0.00162888,0.00162888,0.00162888
164,809.668,1.37501,1.31872,1.873,0.76237,0.78206,0.82214,0.44392,1.63423,1.06963,2.07257,0.00163888,0.00163888,0.00163888
165,814.413,1.47053,1.44091,1.92575,0.84502,0.74754,0.82429,0.4489,1.57895,1.03754,2.04216,0.00164888,0.00164888,0.00164888
166,819.204,1.41507,1.33858,1.89123,0.80846,0.71349,0.78547,0.44921,1.5653,1.08628,2.02863,0.00165888,0.00165888,0.00165888
167,823.948,1.44636,1.40738,1.91466,0.85599,0.71893,0.79965,0.43244,1.6198,1.00579,2.06519,0.00166888,0.00166888,0.00166888
168,828.719,1.41399,1.3454,1.8557,0.82569,0.73031,0.78493,0.45104,1.52923,0.99863,1.99461,0.00167888,0.00167888,0.00167888
169,833.49,1.38102,1.37088,1.88591,0.84404,0.71725,0.80753,0.44444,1.61045,1.0411,2.07047,0.00168888,0.00168888,0.00168888
170,838.259,1.42749,1.40045,1.93796,0.80166,0.73533,0.78794,0.42513,1.65298,1.06212,2.10191,0.00169888,0.00169888,0.00169888
171,843.091,1.35295,1.31998,1.8896,0.85921,0.78616,0.85052,0.47815,1.54712,1.01811,2.00435,0.00170888,0.00170888,0.00170888
172,848.301,1.48842,1.40938,1.94866,0.86091,0.72196,0.80845,0.46237,1.56185,1.04278,2.02885,0.00171888,0.00171888,0.00171888
173,853.107,1.41317,1.37286,1.91773,0.85517,0.75947,0.81094,0.45046,1.59774,1.03203,2.04647,0.00172888,0.00172888,0.00172888
174,857.883,1.32539,1.3101,1.84869,0.80758,0.80534,0.82343,0.457,1.56945,1.04597,2.00769,0.00173888,0.00173888,0.00173888
175,862.65,1.38226,1.29401,1.86752,0.83171,0.66327,0.77254,0.43281,1.49458,1.20506,1.95587,0.00174888,0.00174888,0.00174888
176,867.402,1.31978,1.25313,1.86238,0.81602,0.77621,0.81855,0.44335,1.56782,1.09895,2.06364,0.00175888,0.00175888,0.00175888
177,872.153,1.44404,1.36731,1.94129,0.7819,0.71404,0.78756,0.4559,1.55859,1.07306,2.0538,0.00176888,0.00176888,0.00176888
178,876.94,1.3957,1.33113,1.8663,0.82791,0.70088,0.78121,0.43894,1.64794,1.117,2.17508,0.00177888,0.00177888,0.00177888
179,881.69,1.39502,1.26006,1.87211,0.88326,0.71613,0.79645,0.43199,1.68382,0.98063,2.16422,0.00178887,0.00178887,0.00178887
180,886.453,1.41364,1.34126,1.89785,0.821,0.77788,0.80562,0.45119,1.55365,1.09284,2.04153,0.00179887,0.00179887,0.00179887
181,891.228,1.45544,1.41784,1.92378,0.84359,0.74866,0.82442,0.46681,1.58317,0.98556,2.05026,0.00180887,0.00180887,0.00180887
182,895.998,1.38006,1.19066,1.85824,0.86024,0.70556,0.79199,0.45587,1.62562,0.97555,2.1025,0.00181887,0.00181887,0.00181887
183,900.768,1.42342,1.34905,1.90395,0.8591,0.72031,0.79051,0.45146,1.5991,1.08243,2.07669,0.00182887,0.00182887,0.00182887
184,905.536,1.35904,1.32138,1.86895,0.82912,0.72798,0.80491,0.474,1.55971,1.03474,2.04388,0.00183887,0.00183887,0.00183887
185,910.332,1.35238,1.2799,1.85519,0.85415,0.76208,0.82558,0.46323,1.52497,1.15236,2.00466,0.00184887,0.00184887,0.00184887
